Year,quarter,ukos,mode,country,purpose,package,Age,Sex,duration,visits,nights,spend,sample
2016,1,1,2,11,5,1,6,1,2,832.585,"3,330.34","1,80,670.95",1
2016,1,1,2,11,5,1,6,2,0,864.585,0,"6,48,438.75",1
2016,1,1,2,11,5,1,7,1,0,"2,593.76",0,"3,45,834.00",2
2016,1,1,2,11,5,1,7,2,0,"1,729.17",0,"5,25,667.68",2
2016,1,1,2,12,1,1,7,1,4,864.585,"30,260.48","6,48,438.75",1
2016,1,1,2,12,4,1,3,1,3,864.585,"19,020.87","12,96,877.50",1
2016,1,1,2,12,4,1,4,1,2,864.585,"11,239.61","3,45,834.00",1
2016,1,1,2,12,4,1,6,2,3,832.585,"11,656.19","5,41,180.25",1
2016,1,1,2,12,4,1,7,2,2,"1,729.17","22,479.21","2,59,375.50",1
2016,1,1,2,14,2,1,5,1,2,864.585,"3,458.34","3,76,094.48",1
2016,1,1,2,14,4,1,7,1,2,454.421,"5,907.47","82,250.20",1
2016,1,1,2,17,1,1,7,2,3,"1,139.53","19,371.93","5,69,762.50",1
2016,1,1,2,17,5,1,3,1,4,"1,139.53","37,604.33","68,43,987.15",1
2016,1,1,2,20,1,1,1,1,2,"1,729.17","8,645.85","11,58,543.90",1
2016,1,1,2,20,1,1,1,2,1,"5,278.36","14,105.90","7,90,888.82",3
2016,1,1,2,20,1,1,1,2,2,832.585,"7,493.27","5,20,365.63",1
2016,1,1,2,20,1,1,2,1,1,"2,593.76","4,322.93","3,14,708.94",3
2016,1,1,2,20,1,1,2,1,2,"3,458.34","27,666.72","17,82,774.27",2
2016,1,1,2,20,1,1,2,2,1,"2,561.76","7,685.27","3,21,051.96",3
2016,1,1,2,20,1,1,2,2,2,"4,322.93","30,260.48","16,39,253.16",3
2016,1,1,2,20,1,1,3,1,0,864.585,0,"1,72,917.00",1
2016,1,1,2,20,1,1,3,1,1,"2,523.13","5,910.84","2,73,927.13",2
2016,1,1,2,20,1,1,3,1,2,"3,458.34","18,156.29","5,27,396.85",3
2016,1,1,2,20,1,1,3,2,0,864.585,0,"1,08,073.13",1
2016,1,1,2,20,1,1,3,2,1,"1,697.17","5,091.51","2,71,929.45",2
2016,1,1,2,20,1,1,3,2,2,"6,852.68","43,741.84","23,31,319.20",7
2016,1,1,2,20,1,1,4,1,0,"2,593.76",0,"3,97,709.10",3
2016,1,1,2,20,1,1,4,1,2,"5,046.25","32,730.00","8,76,140.49",4
2016,1,1,2,20,1,1,4,2,1,"2,593.76","6,916.68","5,90,511.56",2
2016,1,1,2,20,1,1,4,2,2,"3,426.34","23,055.80","14,71,409.13",3
2016,1,1,2,20,1,1,5,1,0,864.585,0,"2,59,375.50",1
2016,1,1,2,20,1,1,5,1,1,"4,413.77","7,962.96","5,51,721.38",2
2016,1,1,2,20,1,1,5,1,2,"8,748.82","69,774.39","54,26,345.23",7
2016,1,1,2,20,1,1,5,1,3,"1,658.54","24,878.10","33,17,080.00",1
2016,1,1,2,20,1,1,5,2,1,"6,257.69","16,179.32","8,91,244.23",5
2016,1,1,2,20,1,1,5,2,2,"6,597.36","64,015.98","46,89,295.94",5
2016,1,1,2,20,1,1,6,1,1,"2,529.76","6,756.68","5,87,384.33",3
2016,1,1,2,20,1,1,6,1,2,"4,322.93","32,854.23","12,17,335.68",5
2016,1,1,2,20,1,1,6,1,3,"1,850.99","34,797.12","14,64,485.81",2
2016,1,1,2,20,1,1,6,1,4,"3,549.19","1,02,926.39","17,74,593.00",1
2016,1,1,2,20,1,1,6,2,0,864.585,0,"22,479.21",1
2016,1,1,2,20,1,1,6,2,1,832.585,"2,497.76","1,20,724.83",1
2016,1,1,2,20,1,1,6,2,2,"4,322.93","28,531.31","9,34,616.39",5
2016,1,1,2,20,1,1,6,2,3,"2,593.76","51,875.10","3,32,000.64",2
2016,1,1,2,20,1,1,7,1,0,"1,729.17",0,"93,375.18",2
2016,1,1,2,20,1,1,7,1,1,"4,413.77","9,692.13","3,93,605.55",2
2016,1,1,2,20,1,1,7,1,2,"16,008.66","1,18,016.74","62,47,611.35",7
2016,1,1,2,20,1,1,7,1,3,"4,528.52","86,948.67","23,59,023.75",2
2016,1,1,2,20,1,1,7,2,0,"1,729.17",0,"1,50,437.79",2
2016,1,1,2,20,1,1,7,2,2,"1,729.17","17,291.70","7,78,126.50",2
2016,1,1,2,20,1,2,1,1,1,"10,375.02","31,125.06","39,63,257.64",7
2016,1,1,2,20,1,2,1,2,1,"13,833.36","40,635.50","52,02,207.95",11
2016,1,1,2,20,1,2,1,2,2,864.585,"3,458.34","4,13,271.63",1
2016,1,1,2,20,1,2,2,1,2,"17,291.70","1,22,771.07","1,30,91,546.07",10
2016,1,1,2,20,1,2,2,2,1,"3,458.34","10,375.02","11,58,543.90",2
2016,1,1,2,20,1,2,2,2,2,"19,885.46","1,33,146.09","1,15,76,793.15",13
2016,1,1,2,20,1,2,3,1,1,"2,593.76","6,916.68","6,34,605.39",2
2016,1,1,2,20,1,2,3,1,2,"2,593.76","18,156.29","11,55,950.15",2
2016,1,1,2,20,1,2,3,2,1,"5,187.51","14,697.95","12,74,398.29",4
2016,1,1,2,20,1,2,4,1,1,"2,593.76","6,916.68","3,14,708.94",2
2016,1,1,2,20,1,2,4,2,3,864.585,"17,291.70","15,62,305.10",1
2016,1,1,2,20,1,2,5,1,2,864.585,"3,458.34","4,13,271.63",1
2016,1,1,2,20,1,2,6,2,1,"4,322.93","12,968.78","9,00,032.99",3
2016,1,1,2,20,2,1,2,2,2,"1,729.17","12,104.19","1,86,750.36",1
2016,1,1,2,20,2,1,3,1,1,864.585,"1,729.17","1,68,594.08",1
2016,1,1,2,20,2,1,3,1,2,864.585,"8,645.85","1,87,614.95",1
2016,1,1,2,20,2,1,3,2,1,"3,458.34","10,375.02","1,10,666.88",2
2016,1,1,2,20,2,1,4,1,0,864.585,0,0,1
2016,1,1,2,20,2,1,4,1,1,864.585,864.585,"1,66,000.32",1
2016,1,1,2,20,2,1,5,1,0,864.585,0,0,1
2016,1,1,2,20,2,1,5,1,1,"1,729.17","2,593.76","1,84,156.61",2
2016,1,1,2,20,2,1,5,1,2,"1,729.17","9,510.44","13,38,377.58",2
2016,1,1,2,20,2,1,5,2,2,864.585,"3,458.34","26,802.14",1
2016,1,1,2,20,2,1,6,1,1,"2,593.76","6,916.68","5,93,969.90",2
2016,1,1,2,20,2,1,7,1,1,864.585,"1,729.17","1,12,396.05",1
2016,1,1,2,20,4,1,1,2,1,864.585,864.585,"69,166.80",1
2016,1,1,2,20,4,1,1,2,2,"1,658.54","9,951.24","97,853.86",1
2016,1,1,2,20,4,1,2,1,2,"1,729.17","17,291.70","62,250.12",1
2016,1,1,2,20,4,1,3,1,0,832.585,0,"8,325.85",1
2016,1,1,2,20,4,1,3,1,1,"1,729.17","4,322.93","6,15,584.52",2
2016,1,1,2,20,4,1,3,1,2,"1,729.17","6,916.68","86,458.50",1
2016,1,1,2,20,4,1,3,1,3,864.585,"14,697.95","6,89,938.83",1
2016,1,1,2,20,4,1,3,2,2,"8,780.82","85,867.09","10,00,882.45",6
2016,1,1,2,20,4,1,4,1,1,"2,799.35","8,398.05","9,62,976.40",1
2016,1,1,2,20,4,1,4,1,2,"1,729.17","15,562.53","2,42,948.39",2
2016,1,1,2,20,4,1,4,1,3,"3,458.34","71,760.56","10,49,606.19",3
2016,1,1,2,20,4,1,4,2,2,"3,426.34","18,892.87","4,45,488.20",4
2016,1,1,2,20,4,1,5,1,2,"6,110.94","32,193.03","4,52,195.80",4
2016,1,1,2,20,4,1,5,2,1,"5,393.11","14,450.15","1,91,436.84",3
2016,1,1,2,20,4,1,5,2,2,"6,916.68","56,198.03","10,07,241.53",5
2016,1,1,2,20,4,1,6,2,2,"2,799.35","22,394.80","1,09,174.65",1
2016,1,1,2,20,4,1,7,1,2,"3,549.19","24,844.30","5,35,927.09",1
2016,1,1,2,20,4,1,7,2,2,"3,549.19","31,942.67","1,34,869.07",1
2016,1,1,2,20,4,2,4,2,3,"1,729.17","31,125.06","1,07,208.54",1
2016,1,1,2,20,5,1,3,1,0,864.585,0,"1,29,687.75",1
2016,1,1,2,20,5,1,5,1,0,"1,729.17",0,"4,32,292.50",2
2016,1,1,2,20,5,1,6,1,0,864.585,0,"8,64,585.00",1
2016,1,1,2,20,5,1,6,2,0,"2,593.76",0,"2,30,844.20",3
2016,1,1,2,20,5,1,6,2,2,"1,658.54","11,609.78","6,25,269.58",1
2016,1,1,2,20,5,1,7,1,0,"1,729.17",0,"1,06,343.96",2
2016,1,1,2,20,5,1,7,2,0,"1,729.17",0,"1,42,656.53",2
2016,1,1,2,20,5,2,7,1,1,"1,018.40","2,036.80","2,95,336.58",1
2016,1,1,2,21,1,1,3,1,1,"1,697.17","2,561.76","2,84,353.05",2
2016,1,1,2,21,1,1,3,1,2,864.585,"3,458.34","1,44,385.70",1
2016,1,1,2,21,1,1,3,1,4,864.585,"38,041.74","17,30,899.17",1
2016,1,1,2,21,1,1,5,1,0,832.585,0,"26,642.72",1
2016,1,1,2,21,1,1,5,1,1,864.585,"2,593.76","2,59,375.50",1
2016,1,1,2,21,1,1,6,1,1,864.585,"1,729.17","94,239.77",1
2016,1,1,2,21,1,1,6,1,2,454.421,"2,726.53","1,81,768.40",1
2016,1,1,2,21,1,1,6,1,3,864.585,"15,562.53","2,16,146.25",1
2016,1,1,2,21,1,1,6,2,1,454.421,"1,363.26","8,179.58",1
2016,1,1,2,21,1,2,2,1,1,"1,729.17","1,729.17","2,73,208.86",1
2016,1,1,2,21,1,2,3,1,1,864.585,"2,593.76","70,031.39",1
2016,1,1,2,21,1,2,5,1,2,864.585,"3,458.34","4,97,136.38",1
2016,1,1,2,21,2,1,3,2,3,"1,139.53","23,930.03","11,40,664.53",1
2016,1,1,2,21,2,1,4,2,1,454.421,"1,363.26","69,071.99",1
2016,1,1,2,21,2,1,5,1,1,"1,139.53","3,418.58","4,43,275.23",1
2016,1,1,2,21,2,1,5,1,3,864.585,"12,104.19","8,04,928.64",1
2016,1,1,2,21,2,1,6,1,2,864.585,"3,458.34","3,51,021.51",1
2016,1,1,2,21,4,1,1,2,2,"1,697.17","7,653.27","1,25,270.00",2
2016,1,1,2,21,4,1,2,2,3,864.585,"20,750.04","1,87,614.95",1
2016,1,1,2,21,4,1,3,1,2,832.585,"3,330.34","52,452.86",1
2016,1,1,2,21,4,1,3,2,2,864.585,"5,187.51","49,281.35",1
2016,1,1,2,21,4,1,4,1,2,"2,497.76","18,316.87","4,37,939.71",3
2016,1,1,2,21,4,1,4,2,2,"3,426.34","30,132.48","4,50,387.13",3
2016,1,1,2,21,4,1,4,2,3,"1,139.53","21,650.98","41,022.90",1
2016,1,1,2,21,4,1,5,1,1,"1,139.53","3,418.58","2,47,276.93",1
2016,1,1,2,21,4,1,5,2,1,832.585,"2,497.76","1,25,720.34",1
2016,1,1,2,21,4,1,5,2,2,"1,018.40","4,073.61","1,01,840.20",1
2016,1,1,2,21,4,1,6,1,2,"1,697.17","10,983.61","3,25,377.23",2
2016,1,1,2,21,4,1,6,2,3,"1,697.17","25,425.55","3,39,145.42",2
2016,1,1,2,21,4,1,7,1,3,454.421,"7,725.16","1,56,775.25",1
2016,1,1,2,21,5,1,5,1,1,832.585,832.585,"3,33,034.00",1
2016,1,1,2,24,2,1,3,2,2,"1,729.17","22,479.21","5,18,751.00",1
2016,1,1,2,24,4,1,4,2,3,864.585,"15,562.53","5,76,678.20",1
2016,1,1,2,26,1,1,2,1,1,"2,295.50","6,886.51","4,47,623.28",1
2016,1,1,2,26,1,1,2,2,1,"2,275.57","2,275.57","75,093.88",1
2016,1,1,2,26,1,1,4,1,2,"4,571.08","43,494.98","10,25,296.33",2
2016,1,1,2,26,1,1,4,2,2,"2,275.57","9,102.29","8,53,339.50",1
2016,1,1,2,26,1,1,6,1,2,"4,571.08","48,026.20","10,64,246.82",2
2016,1,1,2,26,1,1,6,2,1,"4,551.14","13,653.43","7,98,725.77",2
2016,1,1,2,26,1,1,7,2,2,"2,295.50","9,182.02","15,31,101.17",1
2016,1,1,2,26,1,1,9,#NULL!,2,"37,311.00","1,56,333.09","1,30,58,850.00",#NULL!
2016,1,1,2,26,2,1,3,1,1,"2,275.57","6,826.72","15,92,900.40",1
2016,1,1,2,26,2,1,3,2,1,"2,275.57","6,826.72","11,03,652.42",1
2016,1,1,2,26,2,1,4,1,1,"2,275.57","2,275.57","3,77,744.95",1
2016,1,1,2,26,2,1,4,1,2,"6,846.65","45,730.69","51,06,337.04",3
2016,1,1,2,26,2,1,5,1,1,"4,551.14","9,102.29","9,07,953.23",2
2016,1,1,2,26,2,1,5,1,2,"4,551.14","18,204.58","24,91,751.34",2
2016,1,1,2,26,2,1,9,#NULL!,1,"35,366.00","69,317.36","1,10,69,558.00",#NULL!
2016,1,1,2,26,4,1,3,1,2,"4,551.14","29,582.44","27,30,686.40",2
2016,1,1,2,26,4,1,3,2,2,"4,551.14","31,858.01","12,06,053.16",2
2016,1,1,2,26,4,1,4,1,1,"2,275.57","6,826.72","86,471.74",1
2016,1,1,2,26,4,1,4,1,2,"9,142.15","68,566.14","29,14,492.81",4
2016,1,1,2,26,4,1,5,1,1,"2,275.57","6,826.72","5,68,893.00",1
2016,1,1,2,26,4,1,5,1,2,"11,397.79","1,00,384.28","48,69,033.10",5
2016,1,1,2,26,4,1,5,2,2,"4,551.14","29,582.44","11,92,399.73",2
2016,1,1,2,26,4,1,6,1,1,"4,551.14","9,102.29","6,07,577.72",2
2016,1,1,2,26,4,1,6,1,2,"2,275.57","13,653.43","2,50,312.92",1
2016,1,1,2,26,4,1,6,2,2,"4,551.14","25,031.29","17,15,781.29",2
2016,1,1,2,26,4,1,7,1,2,"2,275.57","18,204.58","4,55,114.40",1
2016,1,1,2,26,4,1,9,#NULL!,2,"38,000.00","1,92,660.00","63,08,000.00",#NULL!
2016,1,1,2,26,4,1,9,1,2,"2,275.57","13,653.43","8,53,339.50",1
2016,1,1,2,26,4,1,9,9,2,"2,275.57","18,204.58","11,33,234.86",1
2016,1,1,2,26,5,1,3,1,2,"4,571.08","25,111.02","19,71,854.56",2
2016,1,1,2,26,5,1,4,1,2,"2,275.57","18,204.58","11,37,786.00",1
2016,1,1,2,26,5,1,9,#NULL!,1,"5,919.00","6,629.28","10,00,311.00",#NULL!
2016,1,1,2,27,1,1,1,1,2,454.421,"4,544.21","2,06,761.56",1
2016,1,1,2,27,1,1,4,2,2,864.585,"9,510.44","1,72,917.00",1
2016,1,1,2,27,1,1,4,2,3,864.585,"12,104.19","4,32,292.50",1
2016,1,1,2,27,1,1,5,1,2,864.585,"8,645.85","3,67,448.63",1
2016,1,1,2,27,1,1,7,1,3,832.585,"17,484.29","7,45,163.58",1
2016,1,1,2,27,1,2,2,1,2,"1,729.17","12,104.19","13,22,815.05",1
2016,1,1,2,27,2,1,3,1,3,864.585,"20,750.04","3,36,323.57",1
2016,1,1,2,27,2,1,6,1,2,"2,593.76","18,156.29","10,40,960.34",2
2016,1,1,2,27,2,1,6,1,3,864.585,"12,104.19","10,56,522.87",1
2016,1,1,2,27,4,1,2,1,2,864.585,"7,781.27","2,59,375.50",1
2016,1,1,2,27,4,1,3,2,3,864.585,"17,291.70","8,65,449.59",1
2016,1,1,2,27,4,1,4,2,2,864.585,"8,645.85","1,25,364.83",1
2016,1,1,2,27,5,1,3,1,2,864.585,"11,239.61","1,51,302.38",1
2016,1,1,2,28,4,1,3,2,3,832.585,"12,488.78","4,16,292.50",1
2016,1,1,2,29,4,1,2,1,4,"1,729.17","1,02,021.03","17,29,170.00",1
2016,1,1,2,29,4,1,3,1,3,832.585,"19,982.04","1,93,992.31",1
2016,1,1,2,29,4,1,3,2,3,864.585,"12,968.78","7,20,199.31",1
2016,1,1,2,30,1,1,2,2,2,832.585,"4,995.51","4,16,292.50",1
2016,1,1,2,30,1,1,4,1,0,864.585,0,"43,229.25",1
2016,1,1,2,30,2,1,5,1,2,864.585,"4,322.93","3,34,594.40",1
2016,1,1,2,32,1,1,2,1,1,864.585,"1,729.17","5,18,751.00",1
2016,1,1,2,32,1,1,2,1,2,832.585,"4,162.93","3,33,034.00",1
2016,1,1,2,32,1,1,2,2,1,"1,139.53","3,418.58","2,22,207.38",1
2016,1,1,2,32,1,1,2,2,2,864.585,"3,458.34","2,52,458.82",1
2016,1,1,2,32,1,1,3,1,1,"3,912.76","11,738.28","10,50,842.24",5
2016,1,1,2,32,1,1,3,1,2,454.421,"1,817.68","1,13,605.25",1
2016,1,1,2,32,1,1,3,2,1,454.421,"1,363.26","34,081.58",1
2016,1,1,2,32,1,1,3,2,2,"1,729.17","12,104.19","4,99,730.13",2
2016,1,1,2,32,1,1,4,1,2,454.421,"1,817.68","85,885.57",1
2016,1,1,2,32,1,1,4,2,1,864.585,"2,593.76","2,89,635.98",1
2016,1,1,2,32,1,1,5,1,2,"1,139.53","10,255.73","3,00,834.60",1
2016,1,1,2,32,1,1,5,2,1,454.421,"1,363.26","77,251.57",1
2016,1,1,2,32,1,1,5,2,2,"2,004.11","8,016.44","2,94,484.88",2
2016,1,1,2,32,1,1,6,1,1,864.585,"1,729.17","1,08,073.13",1
2016,1,1,2,32,1,1,6,1,2,864.585,"6,052.10","1,29,687.75",1
2016,1,1,2,32,1,1,6,2,1,454.421,"1,363.26","88,612.10",1
2016,1,1,2,32,1,1,7,1,2,"2,458.53","14,157.05","5,61,986.05",3
2016,1,1,2,32,1,1,7,2,1,908.842,"2,726.53","89,975.36",2
2016,1,1,2,32,1,1,7,2,2,"3,143.64","22,830.27","19,03,084.08",3
2016,1,1,2,32,1,1,7,2,3,454.421,"6,816.32","1,99,945.24",1
2016,1,1,2,32,1,2,2,1,1,"3,635.37","8,179.58","3,12,641.65",8
2016,1,1,2,32,1,2,2,1,2,"2,183.59","9,598.95","6,74,464.08",3
2016,1,1,2,32,1,2,2,2,1,"5,453.05","10,906.10","4,53,057.74",12
2016,1,1,2,32,1,2,2,2,2,454.421,"1,817.68","1,04,062.41",1
2016,1,1,2,32,1,2,3,1,1,"5,818.96","13,367.09","12,91,203.36",10
2016,1,1,2,32,1,2,3,1,2,454.421,"1,817.68","1,21,330.41",1
2016,1,1,2,32,1,2,3,2,1,"6,361.89","14,087.05","6,35,280.56",14
2016,1,1,2,32,1,2,4,1,1,"6,229.12","15,506.42","11,25,496.17",11
2016,1,1,2,32,1,2,4,1,2,"2,183.59","9,598.95","8,74,797.25",3
2016,1,1,2,32,1,2,4,2,1,908.842,"1,817.68","83,613.46",2
2016,1,1,2,32,1,2,4,2,2,864.585,"4,322.93","3,51,021.51",1
2016,1,1,2,32,1,2,5,1,1,"3,180.95","6,361.89","2,22,211.87",7
2016,1,1,2,32,1,2,5,1,2,454.421,"1,817.68","50,895.15",1
2016,1,1,2,32,1,2,5,2,1,"2,726.53","5,453.05","2,28,573.76",6
2016,1,1,2,32,1,2,6,1,1,"3,635.37","7,725.16","4,01,708.16",8
2016,1,1,2,32,1,2,6,2,1,"4,089.79","8,179.58","4,34,880.90",9
2016,1,1,2,32,1,2,6,2,2,"1,319.01","5,730.45","6,46,698.67",2
2016,1,1,2,32,1,2,7,1,1,"2,726.53","5,453.05","1,72,679.98",6
2016,1,1,2,32,1,2,7,2,1,908.842,"1,817.68","1,45,414.72",2
2016,1,1,2,32,2,1,3,1,1,"1,729.17","4,322.93","2,36,031.71",2
2016,1,1,2,32,2,1,3,1,2,454.421,"1,817.68","91,793.04",1
2016,1,1,2,32,2,1,4,1,1,864.585,864.585,"21,61,462.50",1
2016,1,1,2,32,2,1,5,1,1,"4,462.64","6,921.17","13,88,760.89",5
2016,1,1,2,32,2,1,5,1,2,864.585,"6,052.10","86,458.50",1
2016,1,1,2,32,2,1,5,2,1,832.585,"2,497.76","13,321.36",1
2016,1,1,2,32,2,1,6,1,1,"1,139.53","3,418.58","5,12,786.25",1
2016,1,1,2,32,2,1,6,1,2,"1,139.53","5,697.63","8,30,713.73",1
2016,1,1,2,32,2,1,6,2,2,864.585,"4,322.93","63,114.71",1
2016,1,1,2,32,3,1,3,2,2,"1,139.53","12,534.78","20,01,005.90",1
2016,1,1,2,32,4,1,1,1,1,832.585,"2,497.76","1,19,892.24",1
2016,1,1,2,32,4,1,1,2,2,832.585,"3,330.34","62,443.88",1
2016,1,1,2,32,4,1,2,2,2,"1,593.95","13,212.93","30,446.21",2
2016,1,1,2,32,4,1,2,2,3,"1,729.17","24,208.38","2,59,375.50",1
2016,1,1,2,32,4,1,3,1,1,"1,139.53","3,418.58","1,73,207.80",1
2016,1,1,2,32,4,1,3,1,3,832.585,"11,656.19","1,33,213.60",1
2016,1,1,2,32,4,1,3,2,1,864.585,"2,593.76","95,968.94",1
2016,1,1,2,32,4,1,3,2,2,"1,729.17","8,645.85","3,45,834.00",1
2016,1,1,2,32,4,1,4,1,1,864.585,"2,593.76","1,56,489.89",1
2016,1,1,2,32,4,1,4,1,2,"1,319.01","7,914.04","1,31,900.60",2
2016,1,1,2,32,4,1,4,2,1,"1,665.17","4,162.93","3,12,219.38",2
2016,1,1,2,32,4,1,4,2,2,"4,008.22","35,013.99","4,27,613.89",3
2016,1,1,2,32,4,1,5,2,2,832.585,"4,162.93","29,973.06",1
2016,1,1,2,32,4,1,5,2,3,"1,139.53","15,953.35","77,487.70",1
2016,1,1,2,32,4,1,6,1,2,"2,733.47","14,806.88","5,19,597.12",3
2016,1,1,2,32,4,1,6,2,4,864.585,"30,260.48","4,15,865.39",1
2016,1,1,2,32,4,1,7,1,2,"1,665.17","11,656.19","4,74,573.45",2
2016,1,1,2,32,4,2,7,2,1,454.421,908.842,"51,803.99",1
2016,1,1,2,32,5,1,4,1,1,"1,139.53","2,279.05","83,185.33",1
2016,1,1,2,32,5,1,7,1,1,454.421,908.842,"45,442.10",1
2016,1,1,2,32,5,2,3,2,1,454.421,908.842,"1,92,220.08",1
2016,1,1,2,32,5,2,4,1,2,864.585,"3,458.34","4,15,865.39",1
2016,1,1,2,32,5,2,5,1,2,864.585,"3,458.34","3,42,375.66",1
2016,1,1,2,32,5,2,5,2,2,864.585,"3,458.34","4,26,240.41",1
2016,1,1,2,33,5,1,6,1,2,454.421,"2,726.53","2,04,943.87",1
2016,1,1,2,34,1,1,3,2,2,454.421,"3,180.95","45,442.10",1
2016,1,1,2,34,1,2,3,2,2,"1,729.17","13,833.36","3,52,750.68",1
2016,1,1,2,34,1,2,4,2,2,"1,729.17","13,833.36","3,52,750.68",1
2016,1,1,2,34,4,1,1,1,2,832.585,"5,828.10","1,24,887.75",1
2016,1,1,2,34,4,1,1,1,3,"2,804.70","55,480.02","8,40,395.68",3
2016,1,1,2,34,4,1,2,1,3,864.585,"20,750.04","14,697.95",1
2016,1,1,2,34,4,1,2,2,2,864.585,"9,510.44","1,21,041.90",1
2016,1,1,2,34,4,1,2,2,3,864.585,"12,104.19","4,32,292.50",1
2016,1,1,2,34,4,1,3,1,2,"2,561.76","29,043.89","8,05,962.00",3
2016,1,1,2,34,4,1,3,1,3,"2,593.76","43,229.25","1,43,521.11",3
2016,1,1,2,34,4,1,3,2,2,"1,697.17","13,481.36","3,37,834.00",2
2016,1,1,2,34,4,1,3,2,3,"6,231.04","1,09,353.94","19,89,845.61",6
2016,1,1,2,34,4,1,4,1,1,832.585,"2,497.76","1,93,992.31",1
2016,1,1,2,34,4,1,4,1,2,864.585,"10,375.02","1,08,073.13",1
2016,1,1,2,34,4,1,4,1,3,"1,697.17","31,317.65","8,14,709.70",2
2016,1,1,2,34,4,1,4,2,1,864.585,"2,593.76","17,291.70",1
2016,1,1,2,34,4,1,4,2,3,"1,729.17","29,395.89","1,72,917.00",2
2016,1,1,2,34,4,1,5,1,4,832.585,"29,973.06","8,32,585.00",1
2016,1,1,2,34,4,1,5,2,2,864.585,"11,239.61","2,16,146.25",1
2016,1,1,2,34,4,1,5,2,3,"1,593.95","27,097.08","3,79,227.19",2
2016,1,1,2,34,4,1,6,1,3,864.585,"14,697.95","8,64,585.00",1
2016,1,1,2,34,4,1,6,2,3,864.585,"12,104.19","1,08,073.13",1
2016,1,1,2,34,4,2,2,1,4,864.585,"26,802.14","3,67,448.63",1
2016,1,1,2,34,4,2,2,2,3,864.585,"12,104.19","5,00,594.72",1
2016,1,1,2,34,5,1,3,1,2,"1,139.53","9,116.20","2,27,905.00",1
2016,1,1,2,35,1,1,5,2,3,"1,729.17","24,208.38","4,73,792.58",1
2016,1,1,2,35,1,1,6,1,5,"1,658.54","1,69,171.08","49,75,620.00",1
2016,1,1,2,35,4,1,2,1,2,864.585,"6,052.10","1,29,687.75",1
2016,1,1,2,35,4,1,4,2,3,"1,729.17","24,208.38","4,37,480.01",1
2016,1,1,2,36,1,1,4,1,4,864.585,"41,500.08","5,76,678.20",1
2016,1,1,2,36,2,1,3,1,2,864.585,"4,322.93","1,56,489.89",1
2016,1,1,2,36,4,1,1,2,3,864.585,"19,885.46","5,76,678.20",1
2016,1,1,2,36,4,1,2,1,2,"3,458.34","41,500.08","7,21,063.89",2
2016,1,1,2,36,4,1,2,1,3,"5,187.51","83,000.16","19,88,545.50",3
2016,1,1,2,36,4,1,2,1,5,864.585,"80,406.41","17,29,170.00",1
2016,1,1,2,36,4,1,3,1,2,864.585,"8,645.85","3,45,834.00",1
2016,1,1,2,36,4,1,3,1,3,"4,322.93","81,270.99","33,71,881.50",4
2016,1,1,2,36,4,1,3,1,4,"2,561.76","1,32,954.68","19,37,316.25",2
2016,1,1,2,36,4,1,3,2,3,"1,729.17","34,583.40","17,29,170.00",1
2016,1,1,2,36,4,1,4,1,2,864.585,"11,239.61","1,44,385.70",1
2016,1,1,2,36,4,1,4,1,3,"6,020.10","1,00,324.45","29,17,368.13",6
2016,1,1,2,36,4,1,4,1,4,832.585,"24,144.97","2,49,775.50",1
2016,1,1,2,36,4,1,5,1,2,"1,729.17","17,291.70","1,72,917.00",1
2016,1,1,2,36,4,1,5,1,3,864.585,"12,968.78","1,66,864.91",1
2016,1,1,2,36,4,1,5,2,2,864.585,"9,510.44","8,64,585.00",1
2016,1,1,2,36,4,1,6,1,4,"1,729.17","53,604.27","3,45,834.00",1
2016,1,1,2,38,1,1,4,2,4,745.449,"27,581.61","9,31,811.25",1
2016,1,1,2,38,1,1,6,1,2,745.449,"5,963.59","1,86,362.25",1
2016,1,1,2,38,1,1,6,1,4,745.449,"29,072.51","14,90,898.00",1
2016,1,1,2,38,1,1,6,1,5,"1,578.03","1,81,880.40","32,78,498.60",2
2016,1,1,2,38,1,1,7,1,3,745.449,"11,181.74","1,01,381.06",1
2016,1,1,2,38,1,1,7,1,4,"3,549.19","1,38,418.25","29,38,726.01",1
2016,1,1,2,38,1,1,7,1,5,745.449,"82,744.84","13,04,535.75",1
2016,1,1,2,38,1,1,7,2,3,745.449,"11,927.18","2,23,634.70",1
2016,1,1,2,38,1,2,7,1,2,"3,458.34","44,958.42","24,45,046.38",2
2016,1,1,2,38,1,2,7,2,2,"2,593.76","29,395.89","16,91,992.85",2
2016,1,1,2,38,2,1,3,1,2,864.585,"6,052.10","26,80,213.50",1
2016,1,1,2,38,4,1,2,2,3,"1,729.17","24,208.38","10,37,502.00",1
2016,1,1,2,38,4,1,6,2,2,"1,658.54","14,926.86","12,43,905.00",1
2016,1,1,2,39,4,1,3,2,3,864.585,"12,104.19","3,45,834.00",1
2016,1,1,2,39,4,1,4,2,3,832.585,"14,153.95","62,443.88",1
2016,1,1,2,42,1,1,2,2,2,"1,729.17","13,833.36","26,81,942.67",1
2016,1,1,2,42,1,1,3,2,2,832.585,"5,828.10","1,66,517.00",1
2016,1,1,2,42,1,2,2,1,2,864.585,"4,322.93","5,49,876.06",1
2016,1,1,2,42,1,2,3,2,2,864.585,"4,322.93","3,94,250.76",1
